1 136 48 0.506539106369 0.233372926712 
2 129 50 0.523458957672 0.23440694809 
3 1014 90 3.26283621788 0.3666639328 
4 1013 206 3.57071304321 0.743427038193 
5 64 46 0.295401096344 0.222134113312 
6 92 45 0.42960691452 0.218635082245 
7 346 47 1.2770588398 0.228358030319 
8 1008 102 3.0093729496 0.395200014114 
9 578 51 2.00562310219 0.234205007553 
10 172 54 0.794526100159 0.284325838089 
11 1012 219 3.12973809242 0.787702083588 
12 708 116 2.66176199913 0.52049612999 
13 1012 361 3.38043189049 1.2641210556 
14 1009 115 3.10285401344 0.46164393425 
15 1011 157 3.13592600822 0.618808031082 
16 1007 51 3.22377085686 0.226871013641 
17 120 45 0.504081010818 0.226231098175 
18 76 46 0.338930845261 0.210199832916 
19 80 55 0.342121124268 0.250361919403 
20 89 47 0.400563955307 0.211407899857 
21 1013 83 3.4970510006 0.365125894547 
22 461 49 1.55887913704 0.227313041687 
23 1013 87 3.98022198677 0.379567861557 
24 1008 182 3.71018314362 0.623472929001 
25 575 51 1.98140907288 0.229090929031 
26 1015 198 3.23973917961 0.722754001617 
27 1012 210 3.17888402939 0.740336179733 
28 1016 299 3.77634501457 1.14666414261 
29 168 48 0.743833780289 0.233521938324 
30 144 46 0.703493833542 0.204647064209 
31 1008 72 3.10746693611 0.302260875702 
32 1012 932 3.75525093079 3.081138134 
33 139 65 0.523466110229 0.269187927246 
34 1014 149 3.47479510307 0.663203001022 
35 210 51 0.669966936111 0.248818159103 
36 192 49 0.747699022293 0.241004943848 
37 1024 210 3.87367105484 0.750087976456 
38 1009 153 3.97178983688 0.602459907532 
39 356 107 1.42001795769 0.447221040726 
40 1013 84 3.59132194519 0.356553077698 
41 120 46 0.501601934433 0.237281799316 
42 227 46 0.918153047562 0.226492881775 
43 152 47 0.633697032928 0.234339952469 
44 133 45 0.567018985748 0.210232019424 
45 61 50 0.297700166702 0.229190826416 
46 710 66 2.76613211632 0.286448955536 
47 1019 68 3.97072505951 0.296455144882 
48 1014 116 4.12866210938 0.463760852814 
49 93 45 0.379873991013 0.225203037262 
50 54 47 0.278652906418 0.227609157562 
51 305 93 1.21378397942 0.496356010437 
52 478 209 1.80924296379 0.744995832443 
53 189 63 0.695073843002 0.288064956665 
54 221 74 0.881346940994 0.342287063599 
55 207 47 0.764297962189 0.229597091675 
56 150 75 0.716538906097 0.308971881866 
57 1008 67 3.31793189049 0.320655822754 
58 310 54 1.01601004601 0.239032030106 
59 1006 223 3.93663692474 0.95527100563 
60 1014 744 2.73659515381 2.23597693443 
61 110 45 0.427782058716 0.207669973373 
62 208 48 0.820852994919 0.220745801926 
63 197 51 0.79626083374 0.225905895233 
64 1010 58 3.48312187195 0.260423898697 
65 766 53 2.87743186951 0.250161170959 
66 1020 213 2.34374594688 0.732850074768 
67 136 47 0.55327796936 0.220288991928 
68 106 47 0.451255083084 0.228544950485 
69 83 47 0.348994970322 0.226293087006 
70 151 55 0.552587985992 0.246799945831 
71 674 195 2.63766002655 0.777145862579 
72 1017 413 3.41484212875 1.3883600235 
73 1013 56 3.51770186424 0.2479429245 
74 1016 602 3.32844400406 2.12256002426 
75 1017 200 3.68191504478 0.687970161438 
76 1011 325 2.5555999279 1.17824006081 
77 1011 581 3.703592062 2.23394298553 
*************1. ****************
1 0 0 0.0735499858856 0.00152611732483 
2 0 0 0.0777881145477 0.00149703025818 
3 2 2 0.137607812881 0.122982025146 
